step,actic loss,critic loss,average distance,time
780,-1.0183,1.1944,4.2592,0min0sec
790,-1.0052,1.1843,4.2585,0min0sec
800,-0.9918,1.1751,4.2576,0min0sec
810,-0.9811,1.1663,4.2566,0min0sec
820,-0.9688,1.1569,4.2554,0min0sec
830,-0.9573,1.1475,4.2543,0min0sec
840,-0.9465,1.1385,4.2535,0min0sec
850,-0.9356,1.1309,4.2530,0min0sec
860,-0.9244,1.1228,4.2520,0min0sec
870,-0.9136,1.1147,4.2513,0min0sec
880,-0.9031,1.1061,4.2505,0min0sec
890,-0.8926,1.0979,4.2498,0min0sec
900,-0.8820,1.0899,4.2489,0min0sec
910,-0.8736,1.0826,4.2481,0min0sec
920,-0.8645,1.0751,4.2474,0min0sec
930,-0.8551,1.0678,4.2466,0min0sec
940,-0.8462,1.0602,4.2459,0min0sec
950,-0.8363,1.0531,4.2452,0min0sec
960,-0.8274,1.0463,4.2444,0min0sec
970,-0.8188,1.0395,4.2440,0min0sec
980,-0.8101,1.0328,4.2436,0min0sec
990,-0.8020,1.0261,4.2431,0min0sec
1000,-0.7939,1.0194,4.2425,0min0sec
1010,-0.7851,1.0129,4.2419,0min0sec
1020,-0.7775,1.0067,4.2414,0min0sec
1030,-0.7697,1.0002,4.2410,0min0sec
1040,-0.7622,0.9942,4.2407,0min0sec
1050,-0.7544,0.9881,4.2400,0min0sec
1060,-0.7478,0.9824,4.2394,0min0sec
1070,-0.7403,0.9769,4.2387,0min0sec
1080,-0.7341,0.9712,4.2380,0min0sec
1090,-0.7272,0.9656,4.2374,0min0sec
1100,-0.7207,0.9599,4.2369,0min0sec
1110,-0.7142,0.9545,4.2364,0min0sec
1120,-0.7072,0.9494,4.2357,0min0sec
1130,-0.7009,0.9440,4.2351,0min0sec
1140,-0.6948,0.9390,4.2345,0min0sec
1150,-0.6887,0.9336,4.2341,0min0sec
1160,-0.6829,0.9285,4.2336,0min0sec
1170,-0.6768,0.9235,4.2330,0min0sec
1180,-0.6714,0.9185,4.2323,0min0sec
1190,-0.6659,0.9137,4.2320,0min0sec
1200,-0.6605,0.9089,4.2317,0min0sec
1210,-0.6549,0.9044,4.2312,0min0sec
1220,-0.6489,0.9001,4.2308,0min0sec
1230,-0.6439,0.8955,4.2302,0min0sec
1240,-0.6385,0.8910,4.2298,0min0sec
1250,-0.6336,0.8867,4.2293,0min0sec
1260,-0.6284,0.8823,4.2286,0min0sec
1270,-0.6232,0.8778,4.2283,0min0sec
1280,-0.6183,0.8738,4.2279,0min0sec
1290,-0.6132,0.8699,4.2276,0min0sec
1300,-0.6083,0.8660,4.2272,0min0sec
1310,-0.6036,0.8621,4.2268,0min0sec
1320,-0.5986,0.8583,4.2264,0min0sec
1330,-0.5940,0.8545,4.2258,0min0sec
1340,-0.5898,0.8507,4.2254,0min0sec
1350,-0.5854,0.8470,4.2251,0min0sec
1360,-0.5804,0.8435,4.2248,0min0sec
1370,-0.5757,0.8400,4.2244,0min0sec
1380,-0.5718,0.8363,4.2240,0min0sec
1390,-0.5678,0.8327,4.2236,0min0sec
1400,-0.5638,0.8290,4.2232,0min0sec
1410,-0.5597,0.8257,4.2228,0min0sec
1420,-0.5555,0.8226,4.2225,0min0sec
1430,-0.5514,0.8195,4.2221,0min0sec
1440,-0.5472,0.8161,4.2217,0min0sec
1450,-0.5436,0.8130,4.2213,0min0sec
1460,-0.5398,0.8098,4.2208,0min0sec
1470,-0.5361,0.8067,4.2205,0min0sec
1480,-0.5323,0.8036,4.2199,0min0sec
1490,-0.5290,0.8004,4.2195,0min0sec
1500,-0.5254,0.7973,4.2193,0min0sec
1510,-0.5218,0.7943,4.2187,0min0sec
1520,-0.5180,0.7913,4.2181,0min0sec
1530,-0.5146,0.7882,4.2175,0min0sec
1540,-0.5112,0.7851,4.2168,0min0sec
1550,-0.5080,0.7822,4.2160,0min0sec
1560,-0.5048,0.7792,4.2152,0min0sec
1570,-0.5017,0.7764,4.2141,0min0sec
1580,-0.4984,0.7736,4.2125,0min0sec
1590,-0.4954,0.7719,4.2107,0min0sec
1600,-0.4925,0.7694,4.2086,0min0sec
1610,-0.4895,0.7667,4.2060,0min0sec
1620,-0.4875,0.7640,4.2033,0min0sec
1630,-0.4847,0.7615,4.2007,0min0sec
1640,-0.4823,0.7587,4.1977,0min0sec
1650,-0.4803,0.7560,4.1949,0min0sec
1660,-0.4781,0.7534,4.1918,0min0sec
1670,-0.4758,0.7507,4.1888,0min0sec
1680,-0.4737,0.7482,4.1856,0min0sec
1690,-0.4714,0.7455,4.1823,0min0sec
1700,-0.4692,0.7430,4.1791,0min0sec
1710,-0.4670,0.7405,4.1757,0min0sec
1720,-0.4649,0.7378,4.1721,0min0sec
1730,-0.4630,0.7349,4.1681,0min0sec
1740,-0.4608,0.7318,4.1637,0min0sec
1750,-0.4586,0.7287,4.1591,0min0sec
1760,-0.4560,0.7256,4.1547,0min0sec
1770,-0.4540,0.7226,4.1499,0min0sec
1780,-0.4520,0.7195,4.1452,0min0sec
1790,-0.4497,0.7164,4.1403,0min0sec
1800,-0.4476,0.7133,4.1354,0min0sec
1810,-0.4455,0.7103,4.1304,0min0sec
1820,-0.4432,0.7072,4.1255,0min0sec
1830,-0.4412,0.7042,4.1205,0min0sec
1840,-0.4390,0.7012,4.1154,0min0sec
1850,-0.4370,0.6983,4.1104,0min0sec
1860,-0.4347,0.6954,4.1054,0min0sec
1870,-0.4330,0.6925,4.1004,0min0sec
1880,-0.4311,0.6898,4.0955,0min0sec
1890,-0.4290,0.6870,4.0907,0min0sec
1900,-0.4271,0.6842,4.0857,0min0sec
1910,-0.4252,0.6814,4.0807,0min0sec
1920,-0.4233,0.6786,4.0758,0min0sec
1930,-0.4213,0.6758,4.0708,0min0sec
1940,-0.4189,0.6734,4.0662,0min0sec
1950,-0.4173,0.6707,4.0614,0min0sec
1960,-0.4154,0.6682,4.0566,0min0sec
1970,-0.4135,0.6655,4.0518,0min0sec
1980,-0.4116,0.6629,4.0469,0min0sec
1990,-0.4097,0.6602,4.0420,0min0sec
2000,-0.4080,0.6575,4.0371,0min0sec
2010,-0.4062,0.6549,4.0321,0min0sec
2020,-0.4044,0.6522,4.0272,0min0sec
2030,-0.4025,0.6497,4.0225,0min0sec
2040,-0.4007,0.6471,4.0177,0min0sec
2050,-0.3991,0.6446,4.0130,0min0sec
2060,-0.3972,0.6421,4.0083,0min0sec
2070,-0.3956,0.6397,4.0036,0min0sec
2080,-0.3939,0.6372,3.9989,0min0sec
2090,-0.3922,0.6347,3.9943,0min0sec
2100,-0.3905,0.6322,3.9898,0min0sec
2110,-0.3889,0.6297,3.9852,0min0sec
2120,-0.3871,0.6273,3.9807,0min0sec
2130,-0.3854,0.6248,3.9762,0min0sec
2140,-0.3839,0.6225,3.9719,0min0sec
2150,-0.3823,0.6201,3.9677,0min0sec
2160,-0.3807,0.6177,3.9634,0min0sec
2170,-0.3791,0.6154,3.9591,0min0sec
2180,-0.3776,0.6130,3.9548,0min0sec
2190,-0.3759,0.6107,3.9506,0min0sec
2200,-0.3746,0.6084,3.9463,0min0sec
2210,-0.3730,0.6061,3.9421,0min0sec
2220,-0.3715,0.6038,3.9379,0min0sec
2230,-0.3700,0.6015,3.9337,0min0sec
2240,-0.3684,0.5993,3.9296,0min0sec
2250,-0.3669,0.5971,3.9255,0min0sec
2260,-0.3655,0.5949,3.9215,0min0sec
2270,-0.3641,0.5927,3.9176,0min0sec
2280,-0.3627,0.5905,3.9136,0min0sec
2290,-0.3612,0.5883,3.9096,0min0sec
2300,-0.3598,0.5861,3.9057,0min0sec
2310,-0.3584,0.5840,3.9017,0min0sec
2320,-0.3570,0.5819,3.8978,0min0sec
2330,-0.3556,0.5798,3.8939,0min0sec
2340,-0.3542,0.5777,3.8901,0min0sec
2350,-0.3528,0.5757,3.8864,0min0sec
2360,-0.3515,0.5737,3.8827,0min0sec
2370,-0.3501,0.5717,3.8789,0min0sec
2380,-0.3488,0.5696,3.8752,0min0sec
2390,-0.3475,0.5676,3.8715,0min0sec
2400,-0.3462,0.5656,3.8679,0min0sec
2410,-0.3449,0.5637,3.8642,0min0sec
2420,-0.3436,0.5617,3.8606,0min0sec
2430,-0.3422,0.5598,3.8571,0min0sec
2440,-0.3409,0.5578,3.8536,0min0sec
2450,-0.3397,0.5559,3.8501,0min0sec
2460,-0.3384,0.5540,3.8467,0min0sec
2470,-0.3372,0.5521,3.8432,0min0sec
2480,-0.3359,0.5503,3.8398,0min0sec
2490,-0.3347,0.5484,3.8364,0min0sec
2500,-0.3334,0.5465,3.8330,0min0sec
2510,-0.3322,0.5447,3.8296,0min0sec
2520,-0.3310,0.5429,3.8263,0min0sec
2530,-0.3298,0.5410,3.8230,0min0sec
2540,-0.3286,0.5392,3.8198,0min0sec
2550,-0.3274,0.5374,3.8165,0min0sec
2560,-0.3262,0.5357,3.8133,0min0sec
2570,-0.3251,0.5340,3.8101,0min0sec
2580,-0.3239,0.5322,3.8069,0min0sec
2590,-0.3228,0.5305,3.8038,0min0sec
2600,-0.3216,0.5288,3.8006,0min0sec
2610,-0.3205,0.5270,3.7975,0min0sec
2620,-0.3194,0.5254,3.7944,0min0sec
2630,-0.3184,0.5237,3.7914,0min0sec
2640,-0.3173,0.5221,3.7884,0min0sec
2650,-0.3162,0.5204,3.7854,0min0sec
2660,-0.3151,0.5188,3.7824,0min0sec
2670,-0.3141,0.5172,3.7794,0min0sec
2680,-0.3130,0.5156,3.7765,0min0sec
2690,-0.3119,0.5139,3.7735,0min0sec
2700,-0.3109,0.5123,3.7706,0min0sec
2710,-0.3098,0.5108,3.7677,0min0sec
2720,-0.3088,0.5092,3.7648,0min0sec
2730,-0.3077,0.5076,3.7619,0min0sec
2740,-0.3067,0.5061,3.7591,0min0sec
2750,-0.3057,0.5045,3.7562,0min0sec
2760,-0.3047,0.5030,3.7535,0min0sec
2770,-0.3037,0.5015,3.7507,0min0sec
2780,-0.3027,0.5000,3.7479,0min0sec
2790,-0.3017,0.4984,3.7452,0min0sec
2800,-0.3007,0.4969,3.7425,0min0sec
2810,-0.2996,0.4954,3.7398,0min0sec
2820,-0.2987,0.4939,3.7370,0min0sec
2830,-0.2977,0.4925,3.7343,0min0sec
2840,-0.2967,0.4910,3.7317,0min0sec
2850,-0.2958,0.4895,3.7291,0min0sec
2860,-0.2948,0.4881,3.7264,0min0sec
2870,-0.2938,0.4866,3.7238,0min0sec
2880,-0.2929,0.4852,3.7212,0min0sec
2890,-0.2920,0.4838,3.7187,0min0sec
2900,-0.2910,0.4824,3.7161,0min0sec
2910,-0.2901,0.4810,3.7136,0min0sec
2920,-0.2892,0.4796,3.7110,0min0sec
2930,-0.2883,0.4782,3.7086,0min0sec
2940,-0.2874,0.4768,3.7061,0min0sec
2950,-0.2865,0.4754,3.7036,0min0sec
2960,-0.2857,0.4741,3.7011,0min0sec
2970,-0.2848,0.4727,3.6987,0min0sec
2980,-0.2839,0.4714,3.6962,0min0sec
2990,-0.2831,0.4700,3.6938,0min0sec
3000,-0.2822,0.4687,3.6913,0min0sec
3010,-0.2813,0.4674,3.6889,0min0sec
3020,-0.2805,0.4660,3.6865,0min0sec
3030,-0.2796,0.4647,3.6842,0min0sec
3040,-0.2788,0.4634,3.6818,0min0sec
3050,-0.2780,0.4621,3.6795,0min0sec
3060,-0.2771,0.4608,3.6771,0min0sec
3070,-0.2763,0.4595,3.6748,0min0sec
3080,-0.2755,0.4583,3.6725,0min0sec
3090,-0.2747,0.4570,3.6702,0min0sec
3100,-0.2739,0.4557,3.6679,0min0sec
3110,-0.2731,0.4544,3.6657,0min0sec
3120,-0.2723,0.4532,3.6635,0min0sec
3130,-0.2715,0.4519,3.6613,0min0sec
3140,-0.2707,0.4507,3.6591,0min0sec
3150,-0.2699,0.4495,3.6569,0min0sec
3160,-0.2691,0.4482,3.6547,0min0sec
3170,-0.2684,0.4470,3.6525,0min0sec
3180,-0.2676,0.4458,3.6504,0min0sec
3190,-0.2668,0.4446,3.6482,0min0sec
3200,-0.2661,0.4434,3.6461,0min0sec
3210,-0.2653,0.4422,3.6439,0min0sec
3220,-0.2645,0.4410,3.6418,0min0sec
3230,-0.2638,0.4398,3.6397,0min0sec
3240,-0.2631,0.4386,3.6377,0min0sec
3250,-0.2623,0.4374,3.6356,0min0sec
3260,-0.2616,0.4363,3.6335,0min0sec
3270,-0.2609,0.4351,3.6314,0min0sec
3280,-0.2601,0.4340,3.6294,0min0sec
3290,-0.2594,0.4328,3.6274,0min0sec
3300,-0.2587,0.4317,3.6253,0min0sec
3310,-0.2580,0.4306,3.6234,0min0sec
3320,-0.2573,0.4294,3.6214,0min0sec
3330,-0.2566,0.4283,3.6194,0min0sec
3340,-0.2559,0.4272,3.6175,0min0sec
3350,-0.2552,0.4261,3.6156,0min0sec
3360,-0.2545,0.4250,3.6137,0min0sec
3370,-0.2538,0.4238,3.6118,0min0sec
3380,-0.2531,0.4228,3.6099,0min0sec
3390,-0.2524,0.4217,3.6080,0min0sec
3400,-0.2517,0.4206,3.6061,0min0sec
3410,-0.2511,0.4195,3.6042,0min0sec
3420,-0.2504,0.4184,3.6023,0min0sec
3430,-0.2497,0.4174,3.6005,0min0sec
3440,-0.2490,0.4163,3.5986,0min0sec
3450,-0.2484,0.4152,3.5967,0min0sec
3460,-0.2477,0.4142,3.5949,0min0sec
3470,-0.2471,0.4131,3.5931,0min0sec
3480,-0.2464,0.4121,3.5913,0min0sec
3490,-0.2458,0.4111,3.5895,0min0sec
3500,-0.2452,0.4100,3.5877,0min0sec
3510,-0.2445,0.4090,3.5859,0min0sec
3520,-0.2439,0.4080,3.5842,0min0sec
3530,-0.2432,0.4070,3.5824,0min0sec
3540,-0.2426,0.4059,3.5806,0min0sec
3550,-0.2420,0.4049,3.5789,0min0sec
3560,-0.2414,0.4039,3.5772,0min0sec
3570,-0.2408,0.4030,3.5755,0min0sec
3580,-0.2402,0.4020,3.5739,0min0sec
3590,-0.2396,0.4010,3.5722,0min0sec
3600,-0.2390,0.4000,3.5705,0min0sec
3610,-0.2384,0.3990,3.5688,0min0sec
3620,-0.2378,0.3981,3.5671,0min0sec
3630,-0.2371,0.3971,3.5655,0min0sec
3640,-0.2365,0.3962,3.5638,0min0sec
3650,-0.2360,0.3952,3.5621,0min0sec
3660,-0.2354,0.3942,3.5605,0min0sec
3670,-0.2348,0.3933,3.5588,0min0sec
3680,-0.2342,0.3923,3.5572,0min0sec
3690,-0.2336,0.3914,3.5555,0min0sec
3700,-0.2330,0.3904,3.5539,0min0sec
3710,-0.2325,0.3895,3.5523,0min0sec
3720,-0.2319,0.3886,3.5507,0min0sec
3730,-0.2314,0.3877,3.5492,0min0sec
3740,-0.2308,0.3868,3.5476,0min0sec
3750,-0.2303,0.3859,3.5460,0min0sec
3760,-0.2297,0.3849,3.5444,0min0sec
3770,-0.2292,0.3840,3.5428,0min0sec
3780,-0.2286,0.3832,3.5413,0min0sec
3790,-0.2281,0.3823,3.5398,0min0sec
3800,-0.2275,0.3814,3.5382,0min0sec
3810,-0.2270,0.3805,3.5367,0min0sec
3820,-0.2265,0.3796,3.5352,0min0sec
3830,-0.2259,0.3787,3.5336,0min0sec
3840,-0.2254,0.3779,3.5321,0min0sec
3850,-0.2248,0.3770,3.5306,0min0sec
3860,-0.2243,0.3761,3.5291,0min0sec
3870,-0.2238,0.3753,3.5276,0min0sec
3880,-0.2232,0.3744,3.5261,0min0sec
3890,-0.2227,0.3735,3.5246,0min0sec
3900,-0.2222,0.3727,3.5232,0min0sec
3910,-0.2217,0.3718,3.5218,0min0sec
3920,-0.2212,0.3710,3.5203,0min0sec
3930,-0.2207,0.3701,3.5189,0min0sec
3940,-0.2201,0.3693,3.5174,0min0sec
3950,-0.2196,0.3685,3.5160,0min0sec
3960,-0.2191,0.3676,3.5146,0min0sec
3970,-0.2186,0.3668,3.5132,0min0sec
3980,-0.2181,0.3660,3.5118,0min0sec
3990,-0.2176,0.3652,3.5104,0min0sec
4000,-0.2171,0.3644,3.5090,0min0sec
4010,-0.2167,0.3635,3.5076,0min0sec
4020,-0.2162,0.3627,3.5062,0min0sec
4030,-0.2157,0.3619,3.5048,0min0sec
4040,-0.2152,0.3611,3.5034,0min0sec
4050,-0.2147,0.3603,3.5020,0min0sec
4060,-0.2142,0.3595,3.5006,0min0sec
4070,-0.2138,0.3587,3.4993,0min0sec
4080,-0.2133,0.3579,3.4980,0min0sec
4090,-0.2128,0.3571,3.4966,0min0sec
4100,-0.2124,0.3564,3.4953,0min0sec
4110,-0.2119,0.3556,3.4940,0min0sec
4120,-0.2114,0.3548,3.4926,0min0sec
4130,-0.2110,0.3540,3.4913,0min0sec
4140,-0.2105,0.3533,3.4900,0min0sec
4150,-0.2101,0.3525,3.4887,0min0sec
4160,-0.2096,0.3517,3.4874,0min0sec
4170,-0.2091,0.3510,3.4861,0min0sec
4180,-0.2087,0.3502,3.4849,0min0sec
4190,-0.2082,0.3495,3.4836,0min0sec
4200,-0.2078,0.3487,3.4823,0min0sec
4210,-0.2073,0.3480,3.4811,0min0sec
4220,-0.2069,0.3472,3.4798,0min0sec
4230,-0.2064,0.3465,3.4786,0min0sec
4240,-0.2060,0.3458,3.4773,0min0sec
4250,-0.2056,0.3450,3.4761,0min0sec
4260,-0.2051,0.3443,3.4749,0min0sec
4270,-0.2047,0.3436,3.4736,0min0sec
4280,-0.2043,0.3429,3.4724,0min0sec
4290,-0.2038,0.3421,3.4712,0min0sec
4300,-0.2034,0.3414,3.4700,0min0sec
4310,-0.2030,0.3407,3.4688,0min0sec
4320,-0.2026,0.3400,3.4676,0min0sec
4330,-0.2021,0.3393,3.4664,0min0sec
4340,-0.2017,0.3386,3.4652,0min0sec
4350,-0.2013,0.3379,3.4640,0min0sec
4360,-0.2009,0.3372,3.4628,0min0sec
4370,-0.2005,0.3365,3.4616,0min0sec
4380,-0.2001,0.3358,3.4604,0min0sec
4390,-0.1997,0.3351,3.4593,0min0sec
4400,-0.1993,0.3344,3.4581,0min0sec
4410,-0.1989,0.3337,3.4569,0min0sec
4420,-0.1984,0.3331,3.4558,0min0sec
4430,-0.1980,0.3324,3.4547,0min0sec
4440,-0.1976,0.3317,3.4536,0min0sec
4450,-0.1972,0.3310,3.4524,0min0sec
4460,-0.1968,0.3304,3.4512,0min0sec
4470,-0.1964,0.3297,3.4501,0min0sec
4480,-0.1960,0.3290,3.4490,0min0sec
4490,-0.1956,0.3284,3.4479,0min0sec
4500,-0.1952,0.3277,3.4467,0min0sec
4510,-0.1949,0.3270,3.4456,0min0sec
4520,-0.1945,0.3264,3.4445,0min0sec
4530,-0.1941,0.3257,3.4434,0min0sec
4540,-0.1937,0.3251,3.4423,0min0sec
4550,-0.1933,0.3245,3.4413,0min0sec
4560,-0.1929,0.3238,3.4402,0min0sec
4570,-0.1925,0.3232,3.4391,0min0sec
4580,-0.1921,0.3225,3.4380,0min0sec
4590,-0.1917,0.3219,3.4369,0min0sec
4600,-0.1914,0.3213,3.4359,0min0sec
4610,-0.1910,0.3207,3.4348,0min0sec
4620,-0.1906,0.3200,3.4338,0min0sec
4630,-0.1903,0.3194,3.4327,0min0sec
4640,-0.1899,0.3188,3.4317,0min0sec
4650,-0.1895,0.3182,3.4306,0min0sec
4660,-0.1891,0.3175,3.4296,0min0sec
4670,-0.1888,0.3169,3.4285,0min0sec
4680,-0.1884,0.3163,3.4274,0min0sec
4690,-0.1881,0.3157,3.4264,0min0sec
4700,-0.1877,0.3151,3.4254,0min0sec
4710,-0.1873,0.3145,3.4244,0min0sec
4720,-0.1870,0.3139,3.4234,0min0sec
4730,-0.1866,0.3133,3.4224,0min0sec
4740,-0.1863,0.3127,3.4213,0min0sec
4750,-0.1859,0.3121,3.4203,0min0sec
4760,-0.1856,0.3115,3.4193,0min0sec
4770,-0.1852,0.3109,3.4183,0min0sec
4780,-0.1849,0.3103,3.4173,0min0sec
4790,-0.1845,0.3097,3.4163,0min0sec
4800,-0.1842,0.3092,3.4153,0min0sec
4810,-0.1838,0.3086,3.4144,0min0sec
4820,-0.1835,0.3080,3.4134,0min0sec
4830,-0.1832,0.3074,3.4124,0min0sec
4840,-0.1828,0.3069,3.4115,0min0sec
4850,-0.1825,0.3063,3.4105,0min0sec
4860,-0.1821,0.3057,3.4096,0min0sec
4870,-0.1818,0.3052,3.4086,0min0sec
4880,-0.1814,0.3046,3.4077,0min0sec
4890,-0.1811,0.3040,3.4067,0min0sec
4900,-0.1808,0.3035,3.4058,0min0sec
4910,-0.1804,0.3029,3.4048,0min0sec
4920,-0.1801,0.3024,3.4039,0min0sec
4930,-0.1798,0.3018,3.4029,0min0sec
4940,-0.1794,0.3013,3.4020,0min0sec
4950,-0.1791,0.3007,3.4011,0min0sec
4960,-0.1788,0.3002,3.4002,0min0sec
4970,-0.1785,0.2996,3.3993,0min0sec
4980,-0.1781,0.2991,3.3984,0min0sec
4990,-0.1778,0.2985,3.3975,0min0sec
5000,-0.1775,0.2980,3.3966,0min0sec
5010,-0.1772,0.2974,3.3957,0min0sec
5020,-0.1769,0.2969,3.3948,0min0sec
5030,-0.1765,0.2964,3.3939,0min0sec
5040,-0.1762,0.2958,3.3930,0min0sec
5050,-0.1759,0.2953,3.3921,0min0sec
5060,-0.1756,0.2948,3.3912,0min0sec
5070,-0.1753,0.2943,3.3903,0min0sec
5080,-0.1750,0.2937,3.3894,0min0sec
5090,-0.1747,0.2932,3.3885,0min0sec
5100,-0.1743,0.2927,3.3877,0min0sec
5110,-0.1740,0.2922,3.3868,0min0sec
5120,-0.1737,0.2917,3.3859,0min0sec
5130,-0.1734,0.2911,3.3850,0min0sec
5140,-0.1731,0.2906,3.3842,0min0sec
5150,-0.1728,0.2901,3.3833,0min0sec
5160,-0.1725,0.2896,3.3824,0min0sec
5170,-0.1722,0.2891,3.3816,0min0sec
5180,-0.1719,0.2886,3.3807,0min0sec
5190,-0.1716,0.2881,3.3799,0min0sec
5200,-0.1713,0.2876,3.3790,0min0sec
5210,-0.1710,0.2871,3.3782,0min0sec
5220,-0.1707,0.2866,3.3774,0min0sec
5230,-0.1704,0.2861,3.3765,0min0sec
5240,-0.1701,0.2856,3.3757,0min0sec
5250,-0.1698,0.2851,3.3749,0min0sec
5260,-0.1696,0.2846,3.3741,0min0sec
5270,-0.1693,0.2841,3.3732,0min0sec
5280,-0.1690,0.2837,3.3724,0min0sec
5290,-0.1687,0.2832,3.3716,0min0sec
5300,-0.1684,0.2827,3.3708,0min0sec
5310,-0.1681,0.2822,3.3700,0min0sec
5320,-0.1678,0.2817,3.3692,0min0sec
5330,-0.1675,0.2812,3.3684,0min0sec
5340,-0.1673,0.2808,3.3676,0min0sec
5350,-0.1670,0.2803,3.3668,0min0sec
5360,-0.1667,0.2798,3.3660,0min0sec
5370,-0.1664,0.2794,3.3652,0min0sec
5380,-0.1661,0.2789,3.3644,0min0sec
5390,-0.1659,0.2784,3.3637,0min0sec
5400,-0.1656,0.2779,3.3629,0min0sec
5410,-0.1653,0.2775,3.3621,0min0sec
5420,-0.1650,0.2770,3.3613,0min0sec
5430,-0.1648,0.2766,3.3605,0min0sec
5440,-0.1645,0.2761,3.3597,0min0sec
5450,-0.1642,0.2756,3.3590,0min0sec
5460,-0.1640,0.2752,3.3582,0min0sec
5470,-0.1637,0.2747,3.3575,0min0sec
5480,-0.1634,0.2743,3.3567,0min0sec
5490,-0.1632,0.2738,3.3560,0min0sec
5500,-0.1629,0.2734,3.3552,0min0sec
5510,-0.1626,0.2729,3.3544,0min0sec
5520,-0.1623,0.2725,3.3536,0min0sec
5530,-0.1621,0.2720,3.3529,0min0sec
5540,-0.1618,0.2716,3.3521,0min0sec
5550,-0.1615,0.2711,3.3514,0min0sec
5560,-0.1613,0.2707,3.3507,0min0sec
5570,-0.1610,0.2703,3.3499,0min0sec
5580,-0.1608,0.2698,3.3492,0min0sec
5590,-0.1605,0.2694,3.3485,0min0sec
5600,-0.1603,0.2690,3.3478,0min0sec
5610,-0.1600,0.2685,3.3471,0min0sec
5620,-0.1598,0.2681,3.3463,0min0sec
