step,actic loss,critic loss,average distance,time
500,-11.6750,4.9213,7.7980,0min0sec
510,-11.4538,4.8505,7.7938,0min0sec
520,-11.2301,4.7811,7.7884,0min0sec
530,-11.0168,4.7127,7.7831,0min0sec
540,-10.8157,4.6471,7.7780,0min0sec
550,-10.6265,4.5856,7.7734,0min0sec
560,-10.4354,4.5268,7.7693,0min0sec
570,-10.2514,4.4686,7.7659,0min0sec
580,-10.0704,4.4136,7.7620,0min0sec
590,-9.9002,4.3597,7.7583,0min0sec
600,-9.7339,4.3074,7.7555,0min0sec
610,-9.5783,4.2565,7.7535,0min0sec
620,-9.4229,4.2073,7.7510,0min0sec
630,-9.2734,4.1600,7.7498,0min0sec
640,-9.1318,4.1135,7.7479,0min0sec
650,-8.9971,4.0694,7.7453,0min0sec
660,-8.8601,4.0255,7.7428,0min0sec
670,-8.7279,3.9833,7.7408,0min0sec
680,-8.6028,3.9426,7.7397,0min0sec
690,-8.4785,3.9032,7.7376,0min0sec
700,-8.3577,3.8645,7.7347,0min0sec
710,-8.2392,3.8278,7.7317,0min0sec
720,-8.1260,3.7909,7.7288,0min0sec
730,-8.0138,3.7554,7.7260,0min0sec
740,-7.9057,3.7208,7.7230,0min0sec
750,-7.8021,3.6868,7.7209,0min0sec
760,-7.7011,3.6541,7.7192,0min0sec
770,-7.6016,3.6226,7.7166,0min0sec
780,-7.5031,3.5913,7.7140,0min0sec
790,-7.4072,3.5614,7.7128,0min0sec
800,-7.3156,3.5320,7.7117,0min0sec
810,-7.2239,3.5030,7.7096,0min0sec
820,-7.1357,3.4746,7.7074,0min0sec
830,-7.0497,3.4480,7.7043,0min0sec
840,-6.9668,3.4217,7.7016,0min0sec
850,-6.8866,3.3958,7.6987,0min0sec
860,-6.8095,3.3707,7.6964,0min0sec
870,-6.7309,3.3454,7.6940,0min0sec
880,-6.6548,3.3215,7.6912,0min0sec
890,-6.5810,3.2975,7.6886,0min0sec
900,-6.5122,3.2766,7.6866,0min0sec
910,-6.4289,3.2564,7.6845,0min0sec
920,-6.3616,3.2346,7.6820,0min0sec
930,-6.2964,3.2131,7.6796,0min0sec
940,-6.2294,3.1917,7.6777,0min0sec
950,-6.1670,3.1713,7.6753,0min0sec
960,-6.1022,3.1514,7.6736,0min0sec
970,-6.0408,3.1314,7.6719,0min0sec
980,-5.9798,3.1124,7.6701,0min0sec
990,-5.9210,3.0934,7.6681,0min0sec
1000,-5.8619,3.0746,7.6661,0min0sec
1010,-5.8047,3.0558,7.6641,0min0sec
1020,-5.7466,3.0375,7.6623,0min0sec
1030,-5.6906,3.0196,7.6609,0min0sec
1040,-5.6419,3.0028,7.6591,0min0sec
1050,-5.5893,2.9857,7.6569,0min0sec
1060,-5.5347,2.9695,7.6551,0min0sec
1070,-5.4817,2.9537,7.6533,0min0sec
1080,-5.4315,2.9393,7.6514,0min0sec
1090,-5.3862,2.9235,7.6495,0min0sec
1100,-5.3391,2.9077,7.6479,0min0sec
1110,-5.2919,2.8923,7.6460,0min0sec
1120,-5.2441,2.8771,7.6445,0min0sec
1130,-5.1974,2.8617,7.6434,0min0sec
1140,-5.1539,2.8465,7.6421,0min0sec
1150,-5.1104,2.8314,7.6407,0min0sec
1160,-5.0633,2.8171,7.6391,0min0sec
1170,-5.0194,2.8023,7.6374,0min0sec
1180,-4.9780,2.7877,7.6355,0min0sec
1190,-4.9411,2.7741,7.6339,0min0sec
1200,-4.8967,2.7606,7.6325,0min0sec
1210,-4.8571,2.7462,7.6310,0min0sec
1220,-4.8136,2.7330,7.6298,0min0sec
1230,-4.7766,2.7183,7.6285,0min0sec
1240,-4.7371,2.7043,7.6276,0min0sec
1250,-4.7001,2.6907,7.6268,0min0sec
1260,-4.6580,2.6781,7.6260,0min0sec
1270,-4.6190,2.6656,7.6251,0min0sec
1280,-4.5885,2.6532,7.6243,0min0sec
1290,-4.5535,2.6399,7.6228,0min0sec
1300,-4.5182,2.6268,7.6214,0min0sec
1310,-4.4839,2.6136,7.6200,0min0sec
1320,-4.4503,2.6004,7.6186,0min0sec
1330,-4.4155,2.5876,7.6172,0min0sec
1340,-4.3812,2.5761,7.6159,0min0sec
1350,-4.3452,2.5660,7.6151,0min0sec
1360,-4.3177,2.5561,7.6140,0min0sec
1370,-4.2852,2.5440,7.6127,0min0sec
1380,-4.2525,2.5321,7.6116,0min0sec
1390,-4.2243,2.5204,7.6104,0min0sec
1400,-4.1954,2.5086,7.6094,0min0sec
1410,-4.1683,2.4970,7.6078,0min0sec
1420,-4.1372,2.4854,7.6067,0min0sec
1430,-4.1085,2.4737,7.6053,0min0sec
1440,-4.0807,2.4624,7.6043,0min0sec
1450,-4.0536,2.4513,7.6033,0min0sec
1460,-4.0265,2.4400,7.6025,0min0sec
1470,-3.9997,2.4290,7.6013,0min0sec
1480,-3.9730,2.4183,7.6002,0min0sec
1490,-3.9449,2.4075,7.5991,0min0sec
1500,-3.9182,2.3968,7.5984,0min0sec
1510,-3.8925,2.3864,7.5976,0min0sec
1520,-3.8673,2.3761,7.5964,0min0sec
1530,-3.8423,2.3659,7.5951,0min0sec
1540,-3.8187,2.3559,7.5939,0min0sec
1550,-3.7930,2.3474,7.5926,0min0sec
1560,-3.7693,2.3380,7.5914,0min0sec
1570,-3.7440,2.3281,7.5902,0min0sec
1580,-3.7202,2.3187,7.5890,0min0sec
1590,-3.6965,2.3093,7.5875,0min0sec
1600,-3.6719,2.3015,7.5861,0min0sec
1610,-3.6527,2.2936,7.5845,0min0sec
1620,-3.6281,2.2849,7.5830,0min0sec
1630,-3.6089,2.2761,7.5813,0min0sec
1640,-3.5860,2.2671,7.5788,0min0sec
1650,-3.5648,2.2573,7.5741,0min0sec
1660,-3.5460,2.2466,7.5657,0min0sec
1670,-3.5260,2.2357,7.5550,0min0sec
1680,-3.5066,2.2245,7.5429,0min0sec
1690,-3.4885,2.2131,7.5296,0min0sec
1700,-3.4688,2.2018,7.5156,0min0sec
1710,-3.4495,2.1907,7.5016,0min0sec
1720,-3.4306,2.1800,7.4873,0min0sec
1730,-3.4090,2.1699,7.4738,0min0sec
1740,-3.3912,2.1591,7.4592,0min0sec
1750,-3.3717,2.1484,7.4447,0min0sec
1760,-3.3547,2.1377,7.4300,0min0sec
1770,-3.3370,2.1271,7.4150,0min0sec
1780,-3.3191,2.1166,7.3999,0min0sec
1790,-3.3032,2.1061,7.3847,0min0sec
1800,-3.2864,2.0956,7.3692,0min0sec
1810,-3.2696,2.0852,7.3536,0min0sec
1820,-3.2533,2.0752,7.3385,0min0sec
1830,-3.2364,2.0651,7.3230,0min0sec
1840,-3.2213,2.0550,7.3075,0min0sec
1850,-3.2048,2.0449,7.2919,0min0sec
1860,-3.1889,2.0349,7.2763,0min0sec
1870,-3.1730,2.0251,7.2610,0min0sec
1880,-3.1573,2.0155,7.2461,0min0sec
1890,-3.1420,2.0060,7.2312,0min0sec
1900,-3.1268,1.9964,7.2161,0min0sec
1910,-3.1108,1.9870,7.2010,0min0sec
1920,-3.0956,1.9776,7.1862,0min0sec
1930,-3.0798,1.9683,7.1715,0min0sec
1940,-3.0655,1.9593,7.1569,0min0sec
1950,-3.0510,1.9503,7.1428,0min0sec
1960,-3.0369,1.9413,7.1284,0min0sec
1970,-3.0224,1.9325,7.1145,0min0sec
1980,-3.0058,1.9240,7.1011,0min0sec
1990,-2.9965,1.9165,7.0885,0min0sec
2000,-2.9795,1.9085,7.0754,0min0sec
2010,-2.9655,1.9000,7.0617,0min0sec
2020,-2.9510,1.8915,7.0482,0min0sec
2030,-2.9371,1.8833,7.0351,0min0sec
2040,-2.9230,1.8750,7.0216,0min0sec
2050,-2.9098,1.8667,7.0082,0min0sec
2060,-2.8971,1.8585,6.9948,0min0sec
2070,-2.8845,1.8505,6.9819,0min0sec
2080,-2.8711,1.8424,6.9688,0min0sec
2090,-2.8583,1.8343,6.9558,0min0sec
2100,-2.8452,1.8264,6.9429,0min0sec
2110,-2.8329,1.8186,6.9302,0min0sec
2120,-2.8198,1.8108,6.9176,0min0sec
2130,-2.8071,1.8031,6.9051,0min0sec
2140,-2.7947,1.7954,6.8927,0min0sec
2150,-2.7825,1.7878,6.8805,0min0sec
2160,-2.7703,1.7803,6.8684,0min0sec
2170,-2.7580,1.7729,6.8563,0min0sec
2180,-2.7462,1.7655,6.8443,0min0sec
2190,-2.7349,1.7583,6.8324,0min0sec
2200,-2.7231,1.7511,6.8206,0min0sec
2210,-2.7112,1.7439,6.8090,0min0sec
2220,-2.6999,1.7368,6.7973,0min0sec
2230,-2.6884,1.7299,6.7859,0min0sec
2240,-2.6776,1.7230,6.7745,0min0sec
2250,-2.6657,1.7161,6.7632,0min0sec
2260,-2.6548,1.7093,6.7519,0min0sec
2270,-2.6430,1.7024,6.7406,0min0sec
2280,-2.6320,1.6956,6.7295,0min0sec
2290,-2.6215,1.6889,6.7185,0min0sec
2300,-2.6110,1.6823,6.7078,0min0sec
2310,-2.5997,1.6758,6.6971,0min0sec
2320,-2.5892,1.6692,6.6862,0min0sec
2330,-2.5783,1.6627,6.6756,0min0sec
2340,-2.5678,1.6562,6.6649,0min0sec
2350,-2.5576,1.6498,6.6545,0min0sec
2360,-2.5471,1.6435,6.6440,0min0sec
2370,-2.5368,1.6372,6.6336,0min0sec
2380,-2.5266,1.6310,6.6235,0min0sec
2390,-2.5160,1.6248,6.6135,0min0sec
2400,-2.5062,1.6188,6.6036,0min0sec
2410,-2.4964,1.6129,6.5937,0min0sec
2420,-2.4869,1.6070,6.5837,0min0sec
2430,-2.4767,1.6010,6.5739,0min0sec
2440,-2.4668,1.5951,6.5642,0min0sec
2450,-2.4570,1.5892,6.5545,0min0sec
2460,-2.4475,1.5833,6.5448,0min0sec
2470,-2.4380,1.5775,6.5353,0min0sec
2480,-2.4289,1.5717,6.5259,0min0sec
2490,-2.4194,1.5660,6.5165,0min0sec
2500,-2.4102,1.5603,6.5071,0min0sec
2510,-2.4009,1.5547,6.4978,0min0sec
2520,-2.3919,1.5491,6.4886,0min0sec
2530,-2.3829,1.5436,6.4795,0min0sec
2540,-2.3739,1.5381,6.4705,0min0sec
2550,-2.3651,1.5326,6.4614,0min0sec
2560,-2.3561,1.5272,6.4525,0min0sec
2570,-2.3472,1.5217,6.4437,0min0sec
2580,-2.3386,1.5164,6.4348,0min0sec
2590,-2.3300,1.5110,6.4260,0min0sec
2600,-2.3214,1.5058,6.4172,0min0sec
2610,-2.3130,1.5006,6.4087,0min0sec
2620,-2.3047,1.4954,6.4002,0min0sec
2630,-2.2965,1.4903,6.3917,0min0sec
2640,-2.2879,1.4852,6.3832,0min0sec
2650,-2.2799,1.4801,6.3748,0min0sec
2660,-2.2714,1.4750,6.3665,0min0sec
2670,-2.2631,1.4700,6.3583,0min0sec
2680,-2.2553,1.4651,6.3501,0min0sec
2690,-2.2473,1.4601,6.3420,0min0sec
2700,-2.2394,1.4552,6.3339,0min0sec
2710,-2.2315,1.4503,6.3259,0min0sec
2720,-2.2236,1.4455,6.3179,0min0sec
2730,-2.2157,1.4407,6.3100,0min0sec
2740,-2.2078,1.4359,6.3021,0min0sec
2750,-2.2000,1.4312,6.2944,0min0sec
2760,-2.1927,1.4266,6.2867,0min0sec
2770,-2.1851,1.4219,6.2790,0min0sec
2780,-2.1776,1.4173,6.2714,0min0sec
2790,-2.1701,1.4127,6.2638,0min0sec
2800,-2.1627,1.4081,6.2562,0min0sec
2810,-2.1552,1.4036,6.2487,0min0sec
2820,-2.1479,1.3991,6.2412,0min0sec
2830,-2.1409,1.3946,6.2338,0min0sec
2840,-2.1337,1.3902,6.2265,0min0sec
2850,-2.1267,1.3858,6.2192,0min0sec
2860,-2.1197,1.3814,6.2119,0min0sec
2870,-2.1126,1.3770,6.2048,0min0sec
2880,-2.1056,1.3727,6.1976,0min0sec
2890,-2.0987,1.3684,6.1905,0min0sec
2900,-2.0917,1.3641,6.1835,0min0sec
2910,-2.0848,1.3598,6.1764,0min0sec
2920,-2.0780,1.3556,6.1694,0min0sec
2930,-2.0713,1.3514,6.1625,0min0sec
2940,-2.0643,1.3473,6.1557,0min0sec
2950,-2.0578,1.3432,6.1489,0min0sec
2960,-2.0511,1.3391,6.1421,0min0sec
2970,-2.0445,1.3350,6.1353,0min0sec
2980,-2.0380,1.3310,6.1286,0min0sec
2990,-2.0316,1.3270,6.1219,0min0sec
3000,-2.0250,1.3230,6.1153,0min0sec
3010,-2.0186,1.3191,6.1087,0min0sec
3020,-2.0120,1.3152,6.1022,0min0sec
3030,-2.0055,1.3114,6.0957,0min0sec
3040,-1.9993,1.3074,6.0892,0min0sec
3050,-1.9931,1.3036,6.0827,0min0sec
3060,-1.9869,1.2997,6.0764,0min0sec
3070,-1.9807,1.2959,6.0701,0min0sec
3080,-1.9746,1.2922,6.0638,0min0sec
3090,-1.9686,1.2884,6.0577,0min0sec
3100,-1.9624,1.2846,6.0514,0min0sec
3110,-1.9565,1.2809,6.0452,0min0sec
3120,-1.9504,1.2772,6.0391,0min0sec
3130,-1.9444,1.2735,6.0330,0min0sec
3140,-1.9385,1.2698,6.0269,0min0sec
3150,-1.9326,1.2662,6.0210,0min0sec
3160,-1.9267,1.2626,6.0150,0min0sec
3170,-1.9210,1.2590,6.0091,0min0sec
3180,-1.9155,1.2555,6.0033,0min0sec
3190,-1.9099,1.2521,5.9975,0min0sec
3200,-1.9038,1.2486,5.9917,0min0sec
3210,-1.8982,1.2451,5.9859,0min0sec
3220,-1.8924,1.2417,5.9802,0min0sec
3230,-1.8871,1.2382,5.9745,0min0sec
3240,-1.8814,1.2348,5.9688,0min0sec
3250,-1.8759,1.2314,5.9632,0min0sec
3260,-1.8703,1.2280,5.9575,0min0sec
3270,-1.8648,1.2246,5.9519,0min0sec
3280,-1.8594,1.2212,5.9463,0min0sec
3290,-1.8541,1.2179,5.9408,0min0sec
3300,-1.8487,1.2146,5.9353,0min0sec
3310,-1.8433,1.2112,5.9299,0min0sec
3320,-1.8380,1.2079,5.9244,0min0sec
3330,-1.8327,1.2047,5.9190,0min0sec
3340,-1.8276,1.2014,5.9135,0min0sec
3350,-1.8226,1.1982,5.9081,0min0sec
3360,-1.8171,1.1950,5.9028,0min0sec
3370,-1.8119,1.1918,5.8975,0min0sec
3380,-1.8068,1.1887,5.8922,0min0sec
3390,-1.8017,1.1855,5.8869,0min0sec
3400,-1.7967,1.1824,5.8817,0min0sec
3410,-1.7919,1.1793,5.8765,0min0sec
3420,-1.7867,1.1762,5.8714,0min0sec
3430,-1.7817,1.1731,5.8662,0min0sec
3440,-1.7767,1.1700,5.8612,0min0sec
3450,-1.7718,1.1670,5.8562,0min0sec
3460,-1.7669,1.1640,5.8513,0min0sec
3470,-1.7620,1.1610,5.8463,0min0sec
3480,-1.7572,1.1580,5.8415,0min0sec
3490,-1.7525,1.1550,5.8367,0min0sec
3500,-1.7476,1.1521,5.8318,0min0sec
3510,-1.7428,1.1491,5.8270,0min0sec
3520,-1.7380,1.1462,5.8222,0min0sec
3530,-1.7332,1.1433,5.8173,0min0sec
3540,-1.7284,1.1403,5.8124,0min0sec
3550,-1.7238,1.1374,5.8076,0min0sec
3560,-1.7191,1.1345,5.8028,0min0sec
3570,-1.7148,1.1317,5.7981,0min0sec
3580,-1.7100,1.1289,5.7934,0min0sec
3590,-1.7055,1.1261,5.7887,0min0sec
3600,-1.7010,1.1233,5.7841,0min0sec
3610,-1.6965,1.1205,5.7794,0min0sec
3620,-1.6920,1.1177,5.7748,0min0sec
3630,-1.6875,1.1149,5.7701,0min0sec
3640,-1.6832,1.1122,5.7656,0min0sec
3650,-1.6787,1.1095,5.7611,0min0sec
3660,-1.6742,1.1068,5.7566,0min0sec
3670,-1.6699,1.1041,5.7522,0min0sec
3680,-1.6655,1.1014,5.7477,0min0sec
3690,-1.6612,1.0987,5.7433,0min0sec
3700,-1.6569,1.0960,5.7388,0min0sec
3710,-1.6527,1.0934,5.7344,0min0sec
3720,-1.6484,1.0907,5.7301,0min0sec
3730,-1.6442,1.0881,5.7258,0min0sec
3740,-1.6399,1.0855,5.7215,0min0sec
3750,-1.6356,1.0829,5.7171,0min0sec
3760,-1.6315,1.0803,5.7128,0min0sec
3770,-1.6272,1.0777,5.7085,0min0sec
3780,-1.6231,1.0752,5.7043,0min0sec
3790,-1.6188,1.0726,5.7000,0min0sec
3800,-1.6149,1.0701,5.6958,0min0sec
3810,-1.6108,1.0676,5.6917,0min0sec
3820,-1.6068,1.0651,5.6875,0min0sec
3830,-1.6027,1.0626,5.6834,0min0sec
3840,-1.5986,1.0601,5.6793,0min0sec
3850,-1.5947,1.0577,5.6752,0min0sec
3860,-1.5907,1.0552,5.6711,0min0sec
3870,-1.5869,1.0527,5.6670,0min0sec
3880,-1.5829,1.0503,5.6630,0min0sec
3890,-1.5792,1.0479,5.6590,0min0sec
3900,-1.5753,1.0455,5.6550,0min0sec
3910,-1.5714,1.0431,5.6510,0min0sec
3920,-1.5676,1.0408,5.6471,0min0sec
3930,-1.5638,1.0384,5.6432,0min0sec
3940,-1.5600,1.0360,5.6392,0min0sec
3950,-1.5562,1.0337,5.6353,0min0sec
3960,-1.5525,1.0313,5.6314,0min0sec
3970,-1.5487,1.0290,5.6276,0min0sec
3980,-1.5450,1.0267,5.6237,0min0sec
3990,-1.5413,1.0244,5.6199,0min0sec
4000,-1.5374,1.0221,5.6161,0min0sec
4010,-1.5338,1.0198,5.6123,0min0sec
4020,-1.5301,1.0175,5.6085,0min0sec
4030,-1.5265,1.0152,5.6047,0min0sec
4040,-1.5230,1.0130,5.6009,0min0sec
4050,-1.5194,1.0107,5.5972,0min0sec
4060,-1.5158,1.0085,5.5935,0min0sec
4070,-1.5122,1.0063,5.5898,0min0sec
4080,-1.5087,1.0041,5.5862,0min0sec
4090,-1.5051,1.0018,5.5825,0min0sec
4100,-1.5015,0.9997,5.5790,0min0sec
4110,-1.4981,0.9975,5.5755,0min0sec
4120,-1.4947,0.9953,5.5719,0min0sec
4130,-1.4912,0.9932,5.5684,0min0sec
4140,-1.4877,0.9910,5.5649,0min0sec
4150,-1.4843,0.9889,5.5613,0min0sec
4160,-1.4809,0.9868,5.5578,0min0sec
4170,-1.4775,0.9846,5.5543,0min0sec
4180,-1.4741,0.9825,5.5508,0min0sec
4190,-1.4708,0.9804,5.5473,0min0sec
4200,-1.4674,0.9783,5.5439,0min0sec
4210,-1.4641,0.9762,5.5404,0min0sec
4220,-1.4608,0.9741,5.5370,0min0sec
4230,-1.4575,0.9720,5.5336,0min0sec
4240,-1.4543,0.9700,5.5302,0min0sec
4250,-1.4510,0.9679,5.5268,0min0sec
4260,-1.4478,0.9659,5.5234,0min0sec
4270,-1.4445,0.9638,5.5200,0min0sec
4280,-1.4413,0.9618,5.5167,0min0sec
4290,-1.4380,0.9598,5.5134,0min0sec
4300,-1.4348,0.9578,5.5100,0min0sec
4310,-1.4316,0.9558,5.5067,0min0sec
4320,-1.4285,0.9538,5.5033,0min0sec
4330,-1.4254,0.9518,5.5000,0min0sec
4340,-1.4222,0.9498,5.4968,0min0sec
4350,-1.4190,0.9478,5.4935,0min0sec
4360,-1.4159,0.9459,5.4903,0min0sec
4370,-1.4128,0.9439,5.4871,0min0sec
4380,-1.4098,0.9420,5.4839,0min0sec
4390,-1.4067,0.9401,5.4807,0min0sec
4400,-1.4036,0.9381,5.4775,0min0sec
4410,-1.4006,0.9362,5.4744,0min0sec
4420,-1.3975,0.9343,5.4713,0min0sec
4430,-1.3945,0.9324,5.4681,0min0sec
4440,-1.3915,0.9305,5.4650,0min0sec
4450,-1.3885,0.9286,5.4618,0min0sec
4460,-1.3855,0.9267,5.4587,0min0sec
4470,-1.3826,0.9248,5.4557,0min0sec
4480,-1.3796,0.9230,5.4526,0min0sec
4490,-1.3766,0.9211,5.4495,0min0sec
4500,-1.3737,0.9193,5.4465,0min0sec
4510,-1.3708,0.9174,5.4435,0min0sec
4520,-1.3679,0.9156,5.4405,0min0sec
4530,-1.3650,0.9138,5.4375,0min0sec
4540,-1.3622,0.9120,5.4346,0min0sec
4550,-1.3592,0.9101,5.4316,0min0sec
4560,-1.3564,0.9083,5.4286,0min0sec
4570,-1.3536,0.9065,5.4257,0min0sec
4580,-1.3508,0.9048,5.4227,0min0sec
4590,-1.3479,0.9030,5.4198,0min0sec
4600,-1.3451,0.9012,5.4169,0min0sec
4610,-1.3424,0.8995,5.4140,0min0sec
4620,-1.3397,0.8978,5.4111,0min0sec
4630,-1.3368,0.8960,5.4083,0min0sec
4640,-1.3341,0.8943,5.4054,0min0sec
4650,-1.3313,0.8925,5.4025,0min0sec
4660,-1.3286,0.8908,5.3997,0min0sec
4670,-1.3259,0.8891,5.3969,0min0sec
4680,-1.3231,0.8874,5.3941,0min0sec
4690,-1.3204,0.8857,5.3913,0min0sec
4700,-1.3176,0.8840,5.3885,0min0sec
4710,-1.3150,0.8823,5.3857,0min0sec
4720,-1.3123,0.8806,5.3829,0min0sec
4730,-1.3097,0.8790,5.3802,0min0sec
4740,-1.3070,0.8773,5.3775,0min0sec
4750,-1.3044,0.8757,5.3748,0min0sec
4760,-1.3019,0.8740,5.3721,0min0sec
4770,-1.2993,0.8724,5.3694,0min0sec
4780,-1.2967,0.8707,5.3667,0min0sec
4790,-1.2942,0.8691,5.3641,0min0sec
4800,-1.2917,0.8675,5.3614,0min0sec
4810,-1.2891,0.8659,5.3588,0min0sec
4820,-1.2866,0.8643,5.3562,0min0sec
4830,-1.2840,0.8627,5.3536,0min0sec
4840,-1.2815,0.8611,5.3510,0min0sec
4850,-1.2790,0.8595,5.3484,0min0sec
4860,-1.2766,0.8579,5.3458,0min0sec
4870,-1.2740,0.8563,5.3432,0min0sec
4880,-1.2715,0.8548,5.3406,0min0sec
4890,-1.2691,0.8532,5.3381,0min0sec
4900,-1.2666,0.8516,5.3356,0min0sec
4910,-1.2642,0.8500,5.3330,0min0sec
4920,-1.2618,0.8485,5.3305,0min0sec
4930,-1.2593,0.8469,5.3279,0min0sec
4940,-1.2569,0.8454,5.3254,0min0sec
4950,-1.2544,0.8439,5.3229,0min0sec
4960,-1.2520,0.8423,5.3204,0min0sec
4970,-1.2497,0.8408,5.3179,0min0sec
4980,-1.2472,0.8392,5.3154,0min0sec
4990,-1.2449,0.8377,5.3129,0min0sec
5000,-1.2425,0.8362,5.3104,0min0sec
5010,-1.2401,0.8347,5.3080,0min0sec
5020,-1.2379,0.8332,5.3056,0min0sec
5030,-1.2354,0.8317,5.3031,0min0sec
5040,-1.2331,0.8302,5.3007,0min0sec
5050,-1.2308,0.8288,5.2982,0min0sec
5060,-1.2285,0.8273,5.2958,0min0sec
5070,-1.2261,0.8258,5.2934,0min0sec
5080,-1.2238,0.8243,5.2910,0min0sec
5090,-1.2215,0.8228,5.2886,0min0sec
5100,-1.2192,0.8214,5.2862,0min0sec
5110,-1.2169,0.8200,5.2838,0min0sec
5120,-1.2146,0.8185,5.2814,0min0sec
5130,-1.2125,0.8171,5.2791,0min0sec
5140,-1.2102,0.8157,5.2767,0min0sec
5150,-1.2080,0.8143,5.2744,0min0sec
5160,-1.2058,0.8128,5.2720,0min0sec
5170,-1.2035,0.8114,5.2697,0min0sec
5180,-1.2013,0.8100,5.2674,0min0sec
5190,-1.1991,0.8086,5.2651,0min0sec
5200,-1.1969,0.8072,5.2629,0min0sec
5210,-1.1947,0.8058,5.2606,0min0sec
5220,-1.1925,0.8043,5.2583,0min0sec
5230,-1.1904,0.8029,5.2560,0min0sec
5240,-1.1882,0.8015,5.2537,0min0sec
5250,-1.1861,0.8002,5.2515,0min0sec
5260,-1.1839,0.7988,5.2492,0min0sec
5270,-1.1818,0.7974,5.2470,0min0sec
5280,-1.1796,0.7960,5.2448,0min0sec
5290,-1.1775,0.7946,5.2425,0min0sec
5300,-1.1754,0.7933,5.2404,0min0sec
5310,-1.1733,0.7920,5.2382,0min0sec
5320,-1.1712,0.7906,5.2360,0min0sec
5330,-1.1691,0.7893,5.2338,0min0sec
5340,-1.1670,0.7880,5.2316,0min0sec
5350,-1.1649,0.7866,5.2295,0min0sec
5360,-1.1628,0.7853,5.2273,0min0sec
5370,-1.1608,0.7840,5.2251,0min0sec
5380,-1.1588,0.7827,5.2230,0min0sec
5390,-1.1568,0.7813,5.2208,0min0sec
5400,-1.1548,0.7800,5.2187,0min0sec
5410,-1.1527,0.7787,5.2165,0min0sec
5420,-1.1507,0.7774,5.2144,0min0sec
5430,-1.1487,0.7761,5.2123,0min0sec
5440,-1.1467,0.7748,5.2102,0min0sec
5450,-1.1447,0.7735,5.2081,0min0sec
5460,-1.1426,0.7722,5.2060,0min0sec
5470,-1.1406,0.7709,5.2039,0min0sec
5480,-1.1387,0.7696,5.2018,0min0sec
5490,-1.1367,0.7683,5.1997,0min0sec
5500,-1.1348,0.7671,5.1977,0min0sec
5510,-1.1328,0.7658,5.1956,0min0sec
5520,-1.1309,0.7646,5.1935,0min0sec
5530,-1.1289,0.7633,5.1915,0min0sec
5540,-1.1270,0.7621,5.1894,0min0sec
5550,-1.1250,0.7608,5.1874,0min0sec
5560,-1.1231,0.7595,5.1853,0min0sec
5570,-1.1212,0.7583,5.1833,0min0sec
5580,-1.1192,0.7571,5.1813,0min0sec
5590,-1.1174,0.7559,5.1793,0min0sec
5600,-1.1156,0.7546,5.1773,0min0sec
5610,-1.1137,0.7534,5.1753,0min0sec
5620,-1.1118,0.7522,5.1733,0min0sec
