step,actic loss,critic loss,average distance,time
820,-12.9450,4.7307,9.0448,0min0sec
830,-12.7888,4.6935,9.0414,0min0sec
840,-12.6457,4.6576,9.0382,0min0sec
850,-12.5006,4.6211,9.0360,0min0sec
860,-12.3618,4.5853,9.0342,0min0sec
870,-12.2186,4.5497,9.0323,0min0sec
880,-12.0790,4.5162,9.0304,0min0sec
890,-11.9454,4.4824,9.0288,0min0sec
900,-11.8135,4.4493,9.0275,0min0sec
910,-11.6904,4.4170,9.0248,0min0sec
920,-11.5641,4.3853,9.0213,0min0sec
930,-11.4399,4.3545,9.0180,0min0sec
940,-11.3199,4.3239,9.0159,0min0sec
950,-11.2010,4.2946,9.0138,0min0sec
960,-11.0871,4.2664,9.0120,0min0sec
970,-10.9724,4.2384,9.0094,0min0sec
980,-10.8610,4.2107,9.0064,0min0sec
990,-10.7523,4.1830,9.0046,0min0sec
1000,-10.6424,4.1548,9.0028,0min0sec
1010,-10.5396,4.1277,9.0003,0min0sec
1020,-10.4368,4.1006,8.9974,0min0sec
1030,-10.3390,4.0733,8.9948,0min0sec
1040,-10.2344,4.0474,8.9922,0min0sec
1050,-10.1413,4.0212,8.9900,0min0sec
1060,-10.0438,3.9950,8.9882,0min0sec
1070,-9.9544,3.9701,8.9867,0min0sec
1080,-9.8628,3.9453,8.9854,0min0sec
1090,-9.7720,3.9197,8.9838,0min0sec
1100,-9.6880,3.8944,8.9817,0min0sec
1110,-9.5992,3.8702,8.9794,0min0sec
1120,-9.5188,3.8462,8.9770,0min0sec
1130,-9.4324,3.8222,8.9750,0min0sec
1140,-9.3431,3.7986,8.9731,0min0sec
1150,-9.2636,3.7747,8.9701,0min0sec
1160,-9.1911,3.7501,8.9641,0min0sec
1170,-9.1115,3.7242,8.9524,0min0sec
1180,-9.0319,3.6970,8.9346,0min0sec
1190,-8.9599,3.6691,8.9122,0min0sec
1200,-8.8892,3.6419,8.8866,0min0sec
1210,-8.8217,3.6150,8.8606,0min0sec
1220,-8.7469,3.5891,8.8344,0min0sec
1230,-8.6779,3.5619,8.8077,0min0sec
1240,-8.6095,3.5351,8.7811,0min0sec
1250,-8.5405,3.5090,8.7543,0min0sec
1260,-8.4744,3.4833,8.7280,0min0sec
1270,-8.4097,3.4578,8.7020,0min0sec
1280,-8.3442,3.4328,8.6761,0min0sec
1290,-8.2813,3.4080,8.6506,0min0sec
1300,-8.2188,3.3837,8.6257,0min0sec
1310,-8.1565,3.3595,8.6008,0min0sec
1320,-8.0952,3.3359,8.5761,0min0sec
1330,-8.0354,3.3125,8.5517,0min0sec
1340,-7.9760,3.2894,8.5277,0min0sec
1350,-7.9165,3.2668,8.5040,0min0sec
1360,-7.8607,3.2448,8.4805,0min0sec
1370,-7.8055,3.2229,8.4572,0min0sec
1380,-7.7492,3.2014,8.4344,0min0sec
1390,-7.6948,3.1803,8.4121,0min0sec
1400,-7.6409,3.1592,8.3903,0min0sec
1410,-7.5866,3.1387,8.3689,0min0sec
1420,-7.5354,3.1186,8.3474,0min0sec
1430,-7.4861,3.0991,8.3262,0min0sec
1440,-7.4343,3.0795,8.3054,0min0sec
1450,-7.3856,3.0599,8.2845,0min0sec
1460,-7.3349,3.0408,8.2637,0min0sec
1470,-7.2848,3.0217,8.2430,0min0sec
1480,-7.2361,3.0029,8.2226,0min0sec
1490,-7.1894,2.9845,8.2024,0min0sec
1500,-7.1418,2.9661,8.1828,0min0sec
1510,-7.0971,2.9485,8.1641,0min0sec
1520,-7.0502,2.9306,8.1453,0min0sec
1530,-7.0060,2.9137,8.1264,0min0sec
1540,-6.9610,2.8964,8.1082,0min0sec
1550,-6.9183,2.8795,8.0895,0min0sec
1560,-6.8743,2.8624,8.0709,0min0sec
1570,-6.8325,2.8456,8.0522,0min0sec
1580,-6.7903,2.8292,8.0338,0min0sec
1590,-6.7486,2.8129,8.0153,0min0sec
1600,-6.7085,2.7970,7.9974,0min0sec
1610,-6.6678,2.7812,7.9800,0min0sec
1620,-6.6294,2.7658,7.9623,0min0sec
1630,-6.5906,2.7506,7.9448,0min0sec
1640,-6.5505,2.7352,7.9271,0min0sec
1650,-6.5120,2.7200,7.9099,0min0sec
1660,-6.4736,2.7049,7.8930,0min0sec
1670,-6.4355,2.6902,7.8761,0min0sec
1680,-6.3976,2.6760,7.8597,0min0sec
1690,-6.3608,2.6613,7.8433,0min0sec
1700,-6.3241,2.6474,7.8272,0min0sec
1710,-6.2883,2.6332,7.8111,0min0sec
1720,-6.2522,2.6191,7.7949,0min0sec
1730,-6.2167,2.6053,7.7789,0min0sec
1740,-6.1807,2.5918,7.7630,0min0sec
1750,-6.1472,2.5785,7.7475,0min0sec
1760,-6.1124,2.5655,7.7319,0min0sec
1770,-6.0785,2.5522,7.7162,0min0sec
1780,-6.0454,2.5392,7.7008,0min0sec
1790,-6.0126,2.5263,7.6857,0min0sec
1800,-5.9804,2.5137,7.6707,0min0sec
1810,-5.9480,2.5009,7.6558,0min0sec
1820,-5.9161,2.4883,7.6409,0min0sec
1830,-5.8845,2.4759,7.6261,0min0sec
1840,-5.8532,2.4635,7.6116,0min0sec
1850,-5.8224,2.4513,7.5973,0min0sec
1860,-5.7922,2.4393,7.5831,0min0sec
1870,-5.7621,2.4274,7.5689,0min0sec
1880,-5.7328,2.4159,7.5549,0min0sec
1890,-5.7028,2.4044,7.5410,0min0sec
1900,-5.6733,2.3930,7.5272,0min0sec
1910,-5.6460,2.3821,7.5138,0min0sec
1920,-5.6194,2.3712,7.5001,0min0sec
1930,-5.5909,2.3601,7.4867,0min0sec
1940,-5.5630,2.3489,7.4733,0min0sec
1950,-5.5346,2.3379,7.4603,0min0sec
1960,-5.5070,2.3270,7.4472,0min0sec
1970,-5.4795,2.3162,7.4343,0min0sec
1980,-5.4517,2.3056,7.4215,0min0sec
1990,-5.4245,2.2950,7.4089,0min0sec
2000,-5.3982,2.2846,7.3964,0min0sec
2010,-5.3722,2.2743,7.3839,0min0sec
2020,-5.3459,2.2641,7.3714,0min0sec
2030,-5.3201,2.2539,7.3591,0min0sec
2040,-5.2949,2.2438,7.3467,0min0sec
2050,-5.2697,2.2337,7.3347,0min0sec
2060,-5.2453,2.2239,7.3226,0min0sec
2070,-5.2203,2.2140,7.3105,0min0sec
2080,-5.1958,2.2042,7.2986,0min0sec
2090,-5.1718,2.1946,7.2867,0min0sec
2100,-5.1476,2.1851,7.2751,0min0sec
2110,-5.1242,2.1757,7.2636,0min0sec
2120,-5.1009,2.1663,7.2520,0min0sec
2130,-5.0770,2.1570,7.2405,0min0sec
2140,-5.0540,2.1478,7.2290,0min0sec
2150,-5.0314,2.1387,7.2177,0min0sec
2160,-5.0086,2.1297,7.2065,0min0sec
2170,-4.9865,2.1208,7.1954,0min0sec
2180,-4.9645,2.1121,7.1845,0min0sec
2190,-4.9428,2.1033,7.1735,0min0sec
2200,-4.9208,2.0946,7.1625,0min0sec
2210,-4.8989,2.0859,7.1518,0min0sec
2220,-4.8774,2.0773,7.1411,0min0sec
2230,-4.8569,2.0688,7.1305,0min0sec
2240,-4.8351,2.0605,7.1200,0min0sec
2250,-4.8146,2.0524,7.1098,0min0sec
2260,-4.7937,2.0442,7.0994,0min0sec
2270,-4.7733,2.0361,7.0892,0min0sec
2280,-4.7530,2.0280,7.0791,0min0sec
2290,-4.7327,2.0199,7.0691,0min0sec
2300,-4.7123,2.0119,7.0591,0min0sec
2310,-4.6925,2.0039,7.0492,0min0sec
2320,-4.6727,1.9961,7.0394,0min0sec
2330,-4.6530,1.9883,7.0296,0min0sec
2340,-4.6336,1.9805,7.0196,0min0sec
2350,-4.6144,1.9728,7.0098,0min0sec
2360,-4.5951,1.9651,7.0001,0min0sec
2370,-4.5765,1.9575,6.9903,0min0sec
2380,-4.5571,1.9499,6.9806,0min0sec
2390,-4.5384,1.9424,6.9711,0min0sec
2400,-4.5201,1.9352,6.9622,0min0sec
2410,-4.5017,1.9279,6.9533,0min0sec
2420,-4.4836,1.9207,6.9442,0min0sec
2430,-4.4654,1.9135,6.9350,0min0sec
2440,-4.4475,1.9063,6.9258,0min0sec
2450,-4.4299,1.8992,6.9167,0min0sec
2460,-4.4125,1.8922,6.9078,0min0sec
2470,-4.3951,1.8853,6.8989,0min0sec
2480,-4.3777,1.8783,6.8899,0min0sec
2490,-4.3605,1.8714,6.8811,0min0sec
2500,-4.3436,1.8646,6.8724,0min0sec
2510,-4.3265,1.8577,6.8635,0min0sec
2520,-4.3095,1.8509,6.8548,0min0sec
2530,-4.2930,1.8442,6.8462,0min0sec
2540,-4.2765,1.8376,6.8377,0min0sec
2550,-4.2598,1.8311,6.8296,0min0sec
2560,-4.2435,1.8246,6.8214,0min0sec
2570,-4.2274,1.8183,6.8132,0min0sec
2580,-4.2112,1.8118,6.8050,0min0sec
2590,-4.1956,1.8054,6.7968,0min0sec
2600,-4.1797,1.7991,6.7885,0min0sec
2610,-4.1642,1.7928,6.7803,0min0sec
2620,-4.1486,1.7866,6.7722,0min0sec
2630,-4.1337,1.7804,6.7642,0min0sec
2640,-4.1182,1.7744,6.7564,0min0sec
2650,-4.1031,1.7682,6.7484,0min0sec
2660,-4.0881,1.7621,6.7405,0min0sec
2670,-4.0731,1.7561,6.7326,0min0sec
2680,-4.0582,1.7501,6.7248,0min0sec
2690,-4.0435,1.7441,6.7171,0min0sec
2700,-4.0291,1.7382,6.7093,0min0sec
2710,-4.0145,1.7323,6.7015,0min0sec
2720,-4.0003,1.7265,6.6940,0min0sec
2730,-3.9859,1.7208,6.6867,0min0sec
2740,-3.9717,1.7150,6.6794,0min0sec
2750,-3.9576,1.7093,6.6720,0min0sec
2760,-3.9436,1.7036,6.6646,0min0sec
2770,-3.9296,1.6980,6.6572,0min0sec
2780,-3.9159,1.6924,6.6500,0min0sec
2790,-3.9021,1.6868,6.6427,0min0sec
2800,-3.8886,1.6813,6.6355,0min0sec
2810,-3.8749,1.6759,6.6283,0min0sec
2820,-3.8616,1.6704,6.6212,0min0sec
2830,-3.8485,1.6650,6.6141,0min0sec
2840,-3.8354,1.6597,6.6071,0min0sec
2850,-3.8222,1.6543,6.6000,0min0sec
2860,-3.8091,1.6490,6.5931,0min0sec
2870,-3.7962,1.6438,6.5863,0min0sec
2880,-3.7832,1.6386,6.5795,0min0sec
2890,-3.7701,1.6334,6.5727,0min0sec
2900,-3.7577,1.6283,6.5659,0min0sec
2910,-3.7452,1.6232,6.5592,0min0sec
2920,-3.7327,1.6181,6.5526,0min0sec
2930,-3.7203,1.6130,6.5460,0min0sec
2940,-3.7079,1.6081,6.5394,0min0sec
2950,-3.6959,1.6031,6.5329,0min0sec
2960,-3.6836,1.5982,6.5264,0min0sec
2970,-3.6715,1.5933,6.5198,0min0sec
2980,-3.6596,1.5884,6.5133,0min0sec
2990,-3.6472,1.5836,6.5069,0min0sec
3000,-3.6356,1.5788,6.5006,0min0sec
3010,-3.6241,1.5741,6.4943,0min0sec
3020,-3.6127,1.5694,6.4881,0min0sec
3030,-3.6011,1.5648,6.4818,0min0sec
3040,-3.5896,1.5601,6.4756,0min0sec
3050,-3.5782,1.5555,6.4695,0min0sec
3060,-3.5667,1.5509,6.4634,0min0sec
3070,-3.5553,1.5463,6.4573,0min0sec
3080,-3.5440,1.5418,6.4512,0min0sec
3090,-3.5329,1.5372,6.4452,0min0sec
3100,-3.5216,1.5327,6.4392,0min0sec
3110,-3.5107,1.5283,6.4333,0min0sec
3120,-3.4994,1.5238,6.4274,0min0sec
3130,-3.4886,1.5194,6.4215,0min0sec
3140,-3.4776,1.5150,6.4157,0min0sec
3150,-3.4669,1.5106,6.4099,0min0sec
3160,-3.4561,1.5063,6.4041,0min0sec
3170,-3.4453,1.5020,6.3984,0min0sec
3180,-3.4346,1.4977,6.3927,0min0sec
3190,-3.4241,1.4934,6.3872,0min0sec
3200,-3.4137,1.4892,6.3816,0min0sec
3210,-3.4034,1.4850,6.3760,0min0sec
3220,-3.3930,1.4809,6.3704,0min0sec
3230,-3.3829,1.4767,6.3648,0min0sec
3240,-3.3730,1.4726,6.3593,0min0sec
3250,-3.3626,1.4685,6.3539,0min0sec
3260,-3.3527,1.4645,6.3485,0min0sec
3270,-3.3426,1.4605,6.3432,0min0sec
3280,-3.3330,1.4565,6.3378,0min0sec
3290,-3.3230,1.4525,6.3325,0min0sec
3300,-3.3132,1.4485,6.3272,0min0sec
3310,-3.3034,1.4446,6.3220,0min0sec
3320,-3.2939,1.4406,6.3167,0min0sec
3330,-3.2843,1.4367,6.3114,0min0sec
3340,-3.2746,1.4328,6.3062,0min0sec
3350,-3.2653,1.4290,6.3010,0min0sec
3360,-3.2557,1.4251,6.2958,0min0sec
3370,-3.2464,1.4213,6.2907,0min0sec
3380,-3.2369,1.4176,6.2857,0min0sec
3390,-3.2276,1.4138,6.2807,0min0sec
3400,-3.2183,1.4101,6.2757,0min0sec
3410,-3.2091,1.4063,6.2708,0min0sec
3420,-3.1999,1.4026,6.2659,0min0sec
3430,-3.1910,1.3990,6.2611,0min0sec
3440,-3.1820,1.3953,6.2562,0min0sec
3450,-3.1727,1.3917,6.2514,0min0sec
3460,-3.1638,1.3881,6.2465,0min0sec
3470,-3.1549,1.3845,6.2417,0min0sec
3480,-3.1461,1.3809,6.2369,0min0sec
3490,-3.1373,1.3773,6.2322,0min0sec
3500,-3.1286,1.3738,6.2275,0min0sec
3510,-3.1200,1.3703,6.2228,0min0sec
3520,-3.1111,1.3668,6.2181,0min0sec
3530,-3.1023,1.3633,6.2135,0min0sec
3540,-3.0938,1.3599,6.2088,0min0sec
3550,-3.0853,1.3564,6.2042,0min0sec
3560,-3.0770,1.3530,6.1996,0min0sec
3570,-3.0685,1.3496,6.1951,0min0sec
3580,-3.0598,1.3463,6.1907,0min0sec
3590,-3.0517,1.3429,6.1863,0min0sec
3600,-3.0434,1.3396,6.1818,0min0sec
3610,-3.0352,1.3362,6.1773,0min0sec
3620,-3.0271,1.3329,6.1728,0min0sec
3630,-3.0190,1.3296,6.1684,0min0sec
3640,-3.0110,1.3264,6.1640,0min0sec
3650,-3.0031,1.3231,6.1596,0min0sec
3660,-2.9947,1.3199,6.1553,0min0sec
3670,-2.9867,1.3166,6.1511,0min0sec
3680,-2.9790,1.3134,6.1468,0min0sec
3690,-2.9711,1.3102,6.1424,0min0sec
3700,-2.9630,1.3070,6.1381,0min0sec
3710,-2.9555,1.3039,6.1338,0min0sec
3720,-2.9477,1.3007,6.1296,0min0sec
3730,-2.9400,1.2976,6.1254,0min0sec
3740,-2.9323,1.2945,6.1212,0min0sec
3750,-2.9245,1.2914,6.1170,0min0sec
3760,-2.9171,1.2884,6.1130,0min0sec
3770,-2.9095,1.2853,6.1090,0min0sec
3780,-2.9019,1.2823,6.1049,0min0sec
3790,-2.8944,1.2793,6.1008,0min0sec
3800,-2.8870,1.2763,6.0967,0min0sec
3810,-2.8796,1.2733,6.0927,0min0sec
3820,-2.8723,1.2703,6.0887,0min0sec
3830,-2.8650,1.2673,6.0847,0min0sec
3840,-2.8577,1.2643,6.0808,0min0sec
3850,-2.8505,1.2614,6.0768,0min0sec
3860,-2.8433,1.2585,6.0730,0min0sec
3870,-2.8362,1.2556,6.0691,0min0sec
3880,-2.8290,1.2527,6.0652,0min0sec
3890,-2.8217,1.2498,6.0615,0min0sec
3900,-2.8146,1.2470,6.0577,0min0sec
3910,-2.8077,1.2441,6.0539,0min0sec
3920,-2.8008,1.2413,6.0501,0min0sec
3930,-2.7938,1.2385,6.0463,0min0sec
3940,-2.7869,1.2357,6.0426,0min0sec
3950,-2.7801,1.2329,6.0388,0min0sec
3960,-2.7731,1.2301,6.0351,0min0sec
3970,-2.7663,1.2273,6.0313,0min0sec
3980,-2.7596,1.2246,6.0277,0min0sec
3990,-2.7527,1.2219,6.0241,0min0sec
4000,-2.7462,1.2191,6.0205,0min0sec
4010,-2.7395,1.2164,6.0168,0min0sec
4020,-2.7331,1.2137,6.0132,0min0sec
4030,-2.7262,1.2111,6.0095,0min0sec
4040,-2.7196,1.2084,6.0059,0min0sec
4050,-2.7131,1.2057,6.0024,0min0sec
4060,-2.7065,1.2031,5.9988,0min0sec
4070,-2.7001,1.2005,5.9955,0min0sec
4080,-2.6937,1.1979,5.9921,0min0sec
4090,-2.6875,1.1954,5.9886,0min0sec
4100,-2.6808,1.1928,5.9852,0min0sec
4110,-2.6747,1.1903,5.9817,0min0sec
4120,-2.6684,1.1877,5.9782,0min0sec
4130,-2.6620,1.1852,5.9748,0min0sec
4140,-2.6557,1.1826,5.9714,0min0sec
4150,-2.6494,1.1801,5.9680,0min0sec
4160,-2.6433,1.1776,5.9646,0min0sec
4170,-2.6370,1.1751,5.9612,0min0sec
4180,-2.6310,1.1726,5.9578,0min0sec
4190,-2.6249,1.1701,5.9544,0min0sec
4200,-2.6188,1.1676,5.9511,0min0sec
4210,-2.6127,1.1651,5.9477,0min0sec
4220,-2.6068,1.1627,5.9444,0min0sec
4230,-2.6007,1.1603,5.9411,0min0sec
4240,-2.5947,1.1579,5.9378,0min0sec
4250,-2.5888,1.1554,5.9345,0min0sec
4260,-2.5829,1.1530,5.9312,0min0sec
4270,-2.5771,1.1506,5.9280,0min0sec
4280,-2.5710,1.1483,5.9247,0min0sec
4290,-2.5649,1.1460,5.9215,0min0sec
4300,-2.5593,1.1437,5.9183,0min0sec
4310,-2.5536,1.1413,5.9151,0min0sec
4320,-2.5479,1.1390,5.9120,0min0sec
4330,-2.5422,1.1366,5.9088,0min0sec
4340,-2.5365,1.1343,5.9057,0min0sec
4350,-2.5308,1.1320,5.9025,0min0sec
4360,-2.5252,1.1297,5.8994,0min0sec
4370,-2.5196,1.1274,5.8963,0min0sec
4380,-2.5140,1.1252,5.8933,0min0sec
4390,-2.5085,1.1229,5.8904,0min0sec
4400,-2.5029,1.1207,5.8873,0min0sec
4410,-2.4974,1.1184,5.8843,0min0sec
4420,-2.4919,1.1162,5.8813,0min0sec
4430,-2.4864,1.1140,5.8783,0min0sec
4440,-2.4810,1.1118,5.8753,0min0sec
4450,-2.4756,1.1095,5.8724,0min0sec
4460,-2.4702,1.1073,5.8694,0min0sec
4470,-2.4648,1.1051,5.8665,0min0sec
4480,-2.4594,1.1030,5.8635,0min0sec
4490,-2.4541,1.1008,5.8607,0min0sec
4500,-2.4490,1.0987,5.8579,0min0sec
4510,-2.4436,1.0966,5.8551,0min0sec
4520,-2.4383,1.0944,5.8523,0min0sec
4530,-2.4331,1.0923,5.8495,0min0sec
4540,-2.4279,1.0902,5.8466,0min0sec
4550,-2.4227,1.0881,5.8437,0min0sec
4560,-2.4176,1.0860,5.8408,0min0sec
4570,-2.4124,1.0839,5.8380,0min0sec
4580,-2.4072,1.0818,5.8351,0min0sec
4590,-2.4021,1.0797,5.8323,0min0sec
4600,-2.3970,1.0777,5.8295,0min0sec
4610,-2.3920,1.0756,5.8267,0min0sec
4620,-2.3869,1.0736,5.8240,0min0sec
4630,-2.3819,1.0715,5.8212,0min0sec
4640,-2.3770,1.0695,5.8184,0min0sec
4650,-2.3719,1.0675,5.8156,0min0sec
4660,-2.3670,1.0655,5.8129,0min0sec
4670,-2.3621,1.0635,5.8102,0min0sec
4680,-2.3573,1.0615,5.8076,0min0sec
4690,-2.3524,1.0596,5.8050,0min0sec
4700,-2.3475,1.0576,5.8024,0min0sec
4710,-2.3426,1.0557,5.7997,0min0sec
4720,-2.3378,1.0537,5.7970,0min0sec
4730,-2.3331,1.0517,5.7943,0min0sec
4740,-2.3283,1.0498,5.7918,0min0sec
4750,-2.3236,1.0479,5.7891,0min0sec
4760,-2.3188,1.0460,5.7864,0min0sec
4770,-2.3141,1.0440,5.7838,0min0sec
4780,-2.3093,1.0421,5.7812,0min0sec
4790,-2.3048,1.0402,5.7787,0min0sec
4800,-2.3000,1.0383,5.7761,0min0sec
4810,-2.2953,1.0365,5.7736,0min0sec
4820,-2.2905,1.0346,5.7711,0min0sec
4830,-2.2860,1.0328,5.7686,0min0sec
4840,-2.2815,1.0309,5.7661,0min0sec
4850,-2.2769,1.0291,5.7636,0min0sec
4860,-2.2723,1.0272,5.7610,0min0sec
4870,-2.2678,1.0254,5.7584,0min0sec
4880,-2.2634,1.0235,5.7559,0min0sec
4890,-2.2588,1.0217,5.7534,0min0sec
4900,-2.2542,1.0199,5.7509,0min0sec
4910,-2.2498,1.0181,5.7484,0min0sec
4920,-2.2453,1.0162,5.7460,0min0sec
4930,-2.2409,1.0144,5.7435,0min0sec
4940,-2.2365,1.0126,5.7411,0min0sec
4950,-2.2321,1.0109,5.7387,0min0sec
4960,-2.2278,1.0091,5.7365,0min0sec
4970,-2.2234,1.0074,5.7342,0min0sec
4980,-2.2193,1.0056,5.7319,0min0sec
4990,-2.2149,1.0039,5.7295,0min0sec
5000,-2.2106,1.0021,5.7271,0min0sec
5010,-2.2063,1.0004,5.7247,0min0sec
5020,-2.2020,0.9986,5.7223,0min0sec
5030,-2.1977,0.9969,5.7199,0min0sec
5040,-2.1935,0.9951,5.7175,0min0sec
5050,-2.1893,0.9934,5.7152,0min0sec
5060,-2.1851,0.9917,5.7129,0min0sec
5070,-2.1810,0.9900,5.7105,0min0sec
5080,-2.1768,0.9883,5.7082,0min0sec
5090,-2.1727,0.9866,5.7059,0min0sec
5100,-2.1686,0.9849,5.7036,0min0sec
5110,-2.1644,0.9833,5.7014,0min0sec
5120,-2.1603,0.9816,5.6991,0min0sec
5130,-2.1562,0.9800,5.6968,0min0sec
5140,-2.1520,0.9784,5.6946,0min0sec
5150,-2.1480,0.9767,5.6924,0min0sec
5160,-2.1439,0.9751,5.6901,0min0sec
5170,-2.1398,0.9734,5.6879,0min0sec
5180,-2.1359,0.9718,5.6857,0min0sec
5190,-2.1319,0.9702,5.6835,0min0sec
5200,-2.1280,0.9686,5.6813,0min0sec
5210,-2.1240,0.9670,5.6791,0min0sec
5220,-2.1200,0.9653,5.6769,0min0sec
5230,-2.1161,0.9637,5.6747,0min0sec
5240,-2.1122,0.9621,5.6725,0min0sec
5250,-2.1084,0.9605,5.6704,0min0sec
5260,-2.1044,0.9590,5.6683,0min0sec
5270,-2.1006,0.9574,5.6662,0min0sec
5280,-2.0967,0.9558,5.6641,0min0sec
5290,-2.0929,0.9543,5.6620,0min0sec
5300,-2.0890,0.9527,5.6599,0min0sec
5310,-2.0852,0.9511,5.6577,0min0sec
5320,-2.0814,0.9496,5.6557,0min0sec
5330,-2.0776,0.9481,5.6537,0min0sec
5340,-2.0737,0.9466,5.6517,0min0sec
5350,-2.0698,0.9450,5.6496,0min0sec
5360,-2.0661,0.9435,5.6476,0min0sec
5370,-2.0623,0.9420,5.6455,0min0sec
5380,-2.0586,0.9405,5.6435,0min0sec
5390,-2.0549,0.9390,5.6414,0min0sec
5400,-2.0512,0.9374,5.6393,0min0sec
5410,-2.0477,0.9360,5.6373,0min0sec
5420,-2.0439,0.9345,5.6352,0min0sec
5430,-2.0403,0.9330,5.6332,0min0sec
5440,-2.0367,0.9315,5.6312,0min0sec
5450,-2.0330,0.9301,5.6292,0min0sec
5460,-2.0295,0.9286,5.6272,0min0sec
5470,-2.0258,0.9271,5.6252,0min0sec
5480,-2.0222,0.9256,5.6232,0min0sec
5490,-2.0187,0.9242,5.6212,0min0sec
5500,-2.0151,0.9227,5.6192,0min0sec
5510,-2.0116,0.9213,5.6173,0min0sec
5520,-2.0082,0.9199,5.6153,0min0sec
5530,-2.0047,0.9184,5.6133,0min0sec
5540,-2.0011,0.9170,5.6114,0min0sec
5550,-1.9976,0.9156,5.6095,0min0sec
5560,-1.9941,0.9142,5.6075,0min0sec
5570,-1.9907,0.9127,5.6056,0min0sec
5580,-1.9873,0.9113,5.6037,0min0sec
5590,-1.9838,0.9099,5.6017,0min0sec
5600,-1.9804,0.9085,5.5998,0min0sec
5610,-1.9769,0.9071,5.5979,0min0sec
5620,-1.9736,0.9057,5.5960,0min0sec
